,max_runtime,seed,itterations,ants,alpha,beta,rho,Q,tau0,exit_status,path
168,120,69,500,50.0,2.0,3.0,0.6400000000000001,0.2,0.0001,"Improvement limit
",7158
169,120,69,500,50.0,2.0,3.0,0.6725210478254342,0.2,0.0001,"Improvement limit
",6597
170,120,69,500,50.0,2.0,3.0,0.7066946246378438,0.2,0.0001,"Improvement limit
",6675
171,120,69,500,50.0,2.0,3.0,0.7426047022719447,0.2,0.0001,"Improvement limit
",6545
172,120,69,500,50.0,2.0,3.0,0.7803395195187859,0.2,0.0001,"Improvement limit
",6417
173,120,69,500,50.0,2.0,3.0,0.8199917989474527,0.2,0.0001,"Improvement limit
",6638
174,120,69,500,50.0,2.0,3.0,0.8616589747443807,0.2,0.0001,"Improvement limit
",6563
175,120,69,500,50.0,2.0,3.0,0.9054434321301255,0.2,0.0001,"Improvement limit
",6668
176,120,69,500,50.0,2.0,3.0,0.9514527589418899,0.2,0.0001,"Improvement limit
",6610
177,120,69,500,50.0,2.0,3.0,0.9998000100000001,0.2,0.0001,"Improvement limit
",6466
178,120,69,500,50.0,2.0,3.0,0.99,0.1,0.0001,"Improvement limit
",6494
179,120,69,500,50.0,2.0,3.0,0.99,0.325,0.0001,"Improvement limit
",6742
180,120,69,500,50.0,2.0,3.0,0.99,0.55,0.0001,"Improvement limit
",6646
181,120,69,500,50.0,2.0,3.0,0.99,0.775,0.0001,"Improvement limit
",6891
182,120,69,500,50.0,2.0,3.0,0.99,1.0,0.0001,"Improvement limit
",6729
183,120,69,500,50.0,2.0,3.0,0.99,0.2,1.0,"Improvement limit
",9428
184,120,69,500,50.0,2.0,3.0,0.99,0.2,0.01,"Improvement limit
",6554
185,120,69,500,50.0,2.0,3.0,0.99,0.2,0.001,"Improvement limit
",6413
186,120,69,500,50.0,2.0,3.0,0.99,0.2,0.001,"Improvement limit
",6413
187,120,69,500,50.0,2.0,3.0,0.99,0.2,0.0001,"Improvement limit
",6378
188,120,69,500,10.0,2.0,3.0,0.99,0.2,0.0001,"Improvement limit
",6397
189,120,69,500,23.0,2.0,3.0,0.99,0.2,0.0001,"Improvement limit
",6611
190,120,69,500,37.0,2.0,3.0,0.99,0.2,0.0001,"Improvement limit
",6554
191,120,69,500,50.0,2.0,3.0,0.99,0.2,0.0001,"Improvement limit
",6378
192,120,69,500,63.0,2.0,3.0,0.99,0.2,0.0001,"Improvement limit
",6518
193,120,69,500,77.0,2.0,3.0,0.99,0.2,0.0001,"Improvement limit
",6544
194,120,69,500,90.0,2.0,3.0,0.99,0.2,0.0001,"Improvement limit
",6442
195,120,69,500,103.0,2.0,3.0,0.99,0.2,0.0001,"Improvement limit
",6474
196,120,69,500,117.0,2.0,3.0,0.99,0.2,0.0001,"Improvement limit
",6478
197,120,69,500,130.0,2.0,3.0,0.99,0.2,0.0001,"Improvement limit
",6533
198,120,69,500,50.0,0.5,0.5,0.99,0.2,0.0001,"Improvement limit
",31454
199,120,69,500,50.0,0.5,1.0,0.99,0.2,0.0001,"Improvement limit
",17197
200,120,69,500,50.0,0.5,1.5,0.99,0.2,0.0001,"Improvement limit
",12119
201,120,69,500,50.0,0.5,2.0,0.99,0.2,0.0001,"Improvement limit
",9328
202,120,69,500,50.0,0.5,2.5,0.99,0.2,0.0001,"Improvement limit
",8188
203,120,69,500,50.0,0.5,3.0,0.99,0.2,0.0001,"Improvement limit
",7659
204,120,69,500,50.0,0.5,3.5,0.99,0.2,0.0001,"Improvement limit
",7303
205,120,69,500,50.0,0.5,4.0,0.99,0.2,0.0001,"Improvement limit
",7340
206,120,69,500,50.0,1.0,0.5,0.99,0.2,0.0001,"Improvement limit
",10929
207,120,69,500,50.0,1.0,1.0,0.99,0.2,0.0001,"Improvement limit
",8215
208,120,69,500,50.0,1.0,1.5,0.99,0.2,0.0001,"Improvement limit
",7148
209,120,69,500,50.0,1.0,2.0,0.99,0.2,0.0001,"Improvement limit
",7026
210,120,69,500,50.0,1.0,2.5,0.99,0.2,0.0001,"Improvement limit
",6933
211,120,69,500,50.0,1.0,3.0,0.99,0.2,0.0001,"Improvement limit
",6813
212,120,69,500,50.0,1.0,3.5,0.99,0.2,0.0001,"Improvement limit
",6821
213,120,69,500,50.0,1.0,4.0,0.99,0.2,0.0001,"Improvement limit
",6481
214,120,69,500,50.0,1.5,0.5,0.99,0.2,0.0001,"Improvement limit
",7509
215,120,69,500,50.0,1.5,1.0,0.99,0.2,0.0001,"Improvement limit
",6826
216,120,69,500,50.0,1.5,1.5,0.99,0.2,0.0001,"Improvement limit
",7136
217,120,69,500,50.0,1.5,2.0,0.99,0.2,0.0001,"Improvement limit
",6586
218,120,69,500,50.0,1.5,2.5,0.99,0.2,0.0001,"Improvement limit
",6672
219,120,69,500,50.0,1.5,3.0,0.99,0.2,0.0001,"Improvement limit
",6420
220,120,69,500,50.0,1.5,3.5,0.99,0.2,0.0001,"Improvement limit
",6514
221,120,69,500,50.0,1.5,4.0,0.99,0.2,0.0001,"Improvement limit
",6518
222,120,69,500,50.0,2.0,0.5,0.99,0.2,0.0001,"Improvement limit
",7349
223,120,69,500,50.0,2.0,1.0,0.99,0.2,0.0001,"Improvement limit
",6819
224,120,69,500,50.0,2.0,1.5,0.99,0.2,0.0001,"Improvement limit
",6842
225,120,69,500,50.0,2.0,2.0,0.99,0.2,0.0001,"Improvement limit
",6623
226,120,69,500,50.0,2.0,2.5,0.99,0.2,0.0001,"Improvement limit
",6379
227,120,69,500,50.0,2.0,3.0,0.99,0.2,0.0001,"Improvement limit
",6378
228,120,69,500,50.0,2.0,3.5,0.99,0.2,0.0001,"Improvement limit
",6487
229,120,69,500,50.0,2.0,4.0,0.99,0.2,0.0001,"Improvement limit
",6517
230,120,69,500,50.0,2.5,0.5,0.99,0.2,0.0001,"Improvement limit
",8465
231,120,69,500,50.0,2.5,1.0,0.99,0.2,0.0001,"Improvement limit
",7095
232,120,69,500,50.0,2.5,1.5,0.99,0.2,0.0001,"Improvement limit
",6898
233,120,69,500,50.0,2.5,2.0,0.99,0.2,0.0001,"Improvement limit
",6911
234,120,69,500,50.0,2.5,2.5,0.99,0.2,0.0001,"Improvement limit
",6471
235,120,69,500,50.0,2.5,3.0,0.99,0.2,0.0001,"Improvement limit
",6465
236,120,69,500,50.0,2.5,3.5,0.99,0.2,0.0001,"Improvement limit
",6432
237,120,69,500,50.0,2.5,4.0,0.99,0.2,0.0001,"Improvement limit
",6633
238,120,69,500,50.0,3.0,0.5,0.99,0.2,0.0001,"Improvement limit
",8130
239,120,69,500,50.0,3.0,1.0,0.99,0.2,0.0001,"Improvement limit
",6963
240,120,69,500,50.0,3.0,1.5,0.99,0.2,0.0001,"Improvement limit
",7103
241,120,69,500,50.0,3.0,2.0,0.99,0.2,0.0001,"Improvement limit
",6970
242,120,69,500,50.0,3.0,2.5,0.99,0.2,0.0001,"Improvement limit
",6743
243,120,69,500,50.0,3.0,3.0,0.99,0.2,0.0001,"Improvement limit
",6547
244,120,69,500,50.0,3.0,3.5,0.99,0.2,0.0001,"Improvement limit
",6710
245,120,69,500,50.0,3.0,4.0,0.99,0.2,0.0001,"Improvement limit
",6938
246,120,69,500,50.0,3.5,0.5,0.99,0.2,0.0001,"Improvement limit
",9605
247,120,69,500,50.0,3.5,1.0,0.99,0.2,0.0001,"Improvement limit
",7458
248,120,69,500,50.0,3.5,1.5,0.99,0.2,0.0001,"Improvement limit
",6989
249,120,69,500,50.0,3.5,2.0,0.99,0.2,0.0001,"Improvement limit
",6822
250,120,69,500,50.0,3.5,2.5,0.99,0.2,0.0001,"Improvement limit
",6515
251,120,69,500,50.0,3.5,3.0,0.99,0.2,0.0001,"Improvement limit
",6581
252,120,69,500,50.0,3.5,3.5,0.99,0.2,0.0001,"Improvement limit
",6974
253,120,69,500,50.0,3.5,4.0,0.99,0.2,0.0001,"Improvement limit
",6791
254,120,69,500,50.0,4.0,0.5,0.99,0.2,0.0001,"Improvement limit
",9389
255,120,69,500,50.0,4.0,1.0,0.99,0.2,0.0001,"Improvement limit
",7806
256,120,69,500,50.0,4.0,1.5,0.99,0.2,0.0001,"Improvement limit
",7611
257,120,69,500,50.0,4.0,2.0,0.99,0.2,0.0001,"Improvement limit
",7379
258,120,69,500,50.0,4.0,2.5,0.99,0.2,0.0001,"Improvement limit
",6943
259,120,69,500,50.0,4.0,3.0,0.99,0.2,0.0001,"Improvement limit
",6848
260,120,69,500,50.0,4.0,3.5,0.99,0.2,0.0001,"Improvement limit
",7110
261,120,69,500,50.0,4.0,4.0,0.99,0.2,0.0001,"Improvement limit
",6837
262,120,69,500,50.0,2.0,3.0,0.6400000000000001,0.2,0.0001,"Improvement limit
",7158
263,120,69,500,50.0,2.0,3.0,0.6725210478254342,0.2,0.0001,"Improvement limit
",6597
264,120,69,500,50.0,2.0,3.0,0.7066946246378438,0.2,0.0001,"Improvement limit
",6675
265,120,69,500,50.0,2.0,3.0,0.7426047022719447,0.2,0.0001,"Improvement limit
",6545
266,120,69,500,50.0,2.0,3.0,0.7803395195187859,0.2,0.0001,"Improvement limit
",6417
267,120,69,500,50.0,2.0,3.0,0.8199917989474527,0.2,0.0001,"Improvement limit
",6638
268,120,69,500,50.0,2.0,3.0,0.8616589747443807,0.2,0.0001,"Improvement limit
",6563
269,120,69,500,50.0,2.0,3.0,0.9054434321301255,0.2,0.0001,"Improvement limit
",6668
270,120,69,500,50.0,2.0,3.0,0.9514527589418899,0.2,0.0001,"Improvement limit
",6610
271,120,69,500,50.0,2.0,3.0,0.9998000100000001,0.2,0.0001,"Improvement limit
",6466
272,120,69,500,50.0,2.0,3.0,0.99,0.1,0.0001,"Improvement limit
",6494
273,120,69,500,50.0,2.0,3.0,0.99,0.325,0.0001,"Improvement limit
",6742
274,120,69,500,50.0,2.0,3.0,0.99,0.55,0.0001,"Improvement limit
",6646
